region_id,시군구명,행정동명,기준일자,실거래가,서울평균_실거래가,실거래가_서울평균대비율,실거래가_서울평균대비금액,전세가,서울평균_전세가,전세가_서울평균대비율,전세가_서울평균대비금액,거래량,거래량_해석주의
1165061000,서초구,방배2동,2023-09,28250.0,15037.33,87.87,13212.67,34333.33,32116.13,6.9,2217.2,0.67,True
1165062000,서초구,방배3동,2023-09,28250.0,15037.33,87.87,13212.67,34333.33,32116.13,6.9,2217.2,0.67,True
1165062100,서초구,방배4동,2023-09,28250.0,15037.33,87.87,13212.67,34333.33,32116.13,6.9,2217.2,0.67,True
1165059000,서초구,방배본동,2023-09,28250.0,15037.33,87.87,13212.67,34333.33,32116.13,6.9,2217.2,0.67,True
1165051000,서초구,서초1동,2023-09,80000.0,15037.33,432.01,64962.67,80000.0,32116.13,149.1,47883.87,0.25,True
1165052000,서초구,서초2동,2023-09,80000.0,15037.33,432.01,64962.67,80000.0,32116.13,149.1,47883.87,0.25,True
1165053000,서초구,서초3동,2023-09,42363.64,15037.33,181.72,27326.31,49555.56,32116.13,54.3,17439.43,0.92,True
1165053100,서초구,서초4동,2023-09,80000.0,15037.33,432.01,64962.67,80000.0,32116.13,149.1,47883.87,0.25,True
1165065100,서초구,양재1동,2023-09,19091.0,15037.33,26.96,4053.67,29500.0,32116.13,-8.15,-2616.13,2.0,True
1165065200,서초구,양재2동,2023-09,29500.0,15037.33,96.18,14462.67,29500.0,32116.13,-8.15,-2616.13,1.0,True
1165054000,서초구,잠원동,2023-09,50333.33,15037.33,234.72,35296.0,58000.0,32116.13,80.59,25883.87,1.5,True
1120059000,성동구,금호1가동,2023-09,18000.0,15037.33,19.7,2962.67,18000.0,32116.13,-43.95,-14116.13,1.0,True
1120055000,성동구,사근동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,0.33,True
1120067000,성동구,성수2가1동,2023-09,15000.0,15037.33,-0.25,-37.33,15000.0,32116.13,-53.29,-17116.13,0.5,True
1120069000,성동구,성수2가3동,2023-09,15000.0,15037.33,-0.25,-37.33,15000.0,32116.13,-53.29,-17116.13,0.5,True
1120079000,성동구,용답동,2023-09,4200.0,15037.33,-72.07,-10837.33,,32116.13,,,1.0,True
1120056000,성동구,행당1동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,0.33,True
1120057000,성동구,행당2동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,0.33,True
1129057500,성북구,동선동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,1.0,True
1129081000,성북구,석관동,2023-09,25700.0,15037.33,70.91,10662.67,25700.0,32116.13,-19.98,-6416.13,1.0,True
1129052500,성북구,성북동,2023-09,1000.0,15037.33,-93.35,-14037.33,,32116.13,,,1.0,True
1129076000,성북구,장위1동,2023-09,500.0,15037.33,-96.67,-14537.33,,32116.13,,,0.33,True
1129077000,성북구,장위2동,2023-09,500.0,15037.33,-96.67,-14537.33,,32116.13,,,0.33,True
1129078000,성북구,장위3동,2023-09,500.0,15037.33,-96.67,-14537.33,,32116.13,,,0.33,True
1171064100,송파구,문정1동,2023-09,11400.0,15037.33,-24.19,-3637.33,,32116.13,,,0.33,True
1171064200,송파구,문정2동,2023-09,11400.0,15037.33,-24.19,-3637.33,,32116.13,,,0.33,True
1171056100,송파구,방이1동,2023-09,16275.0,15037.33,8.23,1237.67,32050.0,32116.13,-0.21,-66.13,0.67,True
1171056200,송파구,방이2동,2023-09,16275.0,15037.33,8.23,1237.67,32050.0,32116.13,-0.21,-66.13,0.67,True
1171061000,송파구,삼전동,2023-09,2100.0,15037.33,-86.03,-12937.33,,32116.13,,,5.0,False
1171060000,송파구,석촌동,2023-09,12650.0,15037.33,-15.88,-2387.33,24900.0,32116.13,-22.47,-7216.13,2.0,True
1171058000,송파구,송파1동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,0.5,True
1171059000,송파구,송파2동,2023-09,3000.0,15037.33,-80.05,-12037.33,,32116.13,,,0.5,True
1171056600,송파구,오륜동,2023-09,16275.0,15037.33,8.23,1237.67,32050.0,32116.13,-0.21,-66.13,0.67,True
1171067000,송파구,잠실2동,2023-09,8000.0,15037.33,-46.8,-7037.33,,32116.13,,,0.75,True
1171068000,송파구,잠실3동,2023-09,8000.0,15037.33,-46.8,-7037.33,,32116.13,,,0.75,True
1171072000,송파구,잠실7동,2023-09,8000.0,15037.33,-46.8,-7037.33,,32116.13,,,0.75,True
1171065000,송파구,잠실본동,2023-09,8000.0,15037.33,-46.8,-7037.33,,32116.13,,,0.75,True
1171064600,송파구,장지동,2023-09,11400.0,15037.33,-24.19,-3637.33,,32116.13,,,0.33,True
1171051000,송파구,풍납1동,2023-09,10500.0,15037.33,-30.17,-4537.33,19000.0,32116.13,-40.84,-13116.13,1.0,True
1171052000,송파구,풍납2동,2023-09,10500.0,15037.33,-30.17,-4537.33,19000.0,32116.13,-40.84,-13116.13,1.0,True
1147051000,양천구,목1동,2023-09,33500.0,15037.33,122.78,18462.67,99000.0,32116.13,208.26,66883.87,0.6,True
1147052000,양천구,목2동,2023-09,33500.0,15037.33,122.78,18462.67,99000.0,32116.13,208.26,66883.87,0.6,True
1147053000,양천구,목3동,2023-09,33500.0,15037.33,122.78,18462.67,99000.0,32116.13,208.26,66883.87,0.6,True
1147054000,양천구,목4동,2023-09,33500.0,15037.33,122.78,18462.67,99000.0,32116.13,208.26,66883.87,0.6,True
1147055000,양천구,목5동,2023-09,33500.0,15037.33,122.78,18462.67,99000.0,32116.13,208.26,66883.87,0.6,True
1147056000,양천구,신월1동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147057000,양천구,신월2동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147058000,양천구,신월3동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147059000,양천구,신월4동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147060000,양천구,신월5동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147061000,양천구,신월6동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147061100,양천구,신월7동,2023-09,6287.0,15037.33,-58.19,-8750.33,,32116.13,,,0.14,True
1147062000,양천구,신정1동,2023-09,1000.0,15037.33,-93.35,-14037.33,,32116.13,,,0.17,True
1147063000,양천구,신정2동,2023-09,1000.0,15037.33,-93.35,-14037.33,,32116.13,,,0.17,True
1147064000,양천구,신정3동,2023-09,1000.0,15037.33,-93.35,-14037.33,,32116.13,,,0.17,True
