region_id,area_km2,centroid_lon,centroid_lat,map_x,map_y
1159052000,0.600124,126.937809,37.510956,0.412605,0.695772
1159053000,1.481433,126.953353,37.498371,0.44948,0.742087
1159054000,0.778402,126.94187,37.503681,0.422168,0.72246
1159055000,0.636904,126.932933,37.497565,0.400726,0.744683
1159056000,0.938867,126.94067,37.497421,0.41919,0.745343
1159060500,1.707034,126.962237,37.505426,0.470807,0.716423
1159062000,0.634698,126.977518,37.479787,0.506852,0.810483
1159063000,2.761108,126.974831,37.497196,0.500727,0.746742
1159064000,0.907037,126.970977,37.488753,0.491386,0.77757
1159065000,0.435822,126.970759,37.480539,0.490728,0.807621
1159065100,0.68169,126.964959,37.485799,0.476971,0.78828
1159066000,1.543763,126.928046,37.506904,0.389232,0.710426
1159067000,0.674785,126.910672,37.489983,0.347447,0.772024
1159068000,0.969703,126.921668,37.494579,0.373783,0.75541
1162052500,0.756106,126.932576,37.4904,0.399745,0.770894
1162054500,0.296934,126.959481,37.489563,0.463958,0.774418
1162056500,0.677719,126.951047,37.48955,0.443822,0.774321
1162057500,0.7177,126.960553,37.480975,0.466369,0.805859
1162058500,2.261134,126.959843,37.467688,0.464446,0.85446
1162059500,1.194718,126.94581,37.478057,0.431119,0.816285
1162060500,0.775637,126.942099,37.486999,0.422417,0.783502
1162061500,0.384443,126.950659,37.484152,0.442803,0.794068
1162062500,1.088266,126.967561,37.4697,0.482909,0.847226
1162063000,3.278572,126.977768,37.464112,0.50719,0.86784
1162064500,0.647054,126.933332,37.480599,0.401373,0.806766
1162065500,0.544575,126.926614,37.479395,0.38531,0.811052
1162066500,0.940555,126.941492,37.472861,0.420716,0.83522
1162068500,0.64063,126.918625,37.485826,0.366356,0.787382
1162069500,0.54077,126.927168,37.487142,0.386776,0.78272
1162071500,0.820792,126.918524,37.461503,0.365666,0.876374
1162072500,0.666117,126.907348,37.482824,0.339379,0.79816
1162073500,8.398948,126.94852,37.452911,0.437148,0.908337
1162074500,2.602464,126.930089,37.460851,0.393272,0.878967
1162076500,1.35843,126.915475,37.475928,0.358652,0.82354
1162077500,0.971657,126.921138,37.470637,0.372075,0.843
1165051000,1.38164,127.020101,37.486936,0.608628,0.784987
1165052000,1.230236,127.027909,37.488828,0.627296,0.778181
1165053000,2.996312,127.009454,37.48552,0.583188,0.790008
1165053100,0.879108,127.019814,37.498947,0.608127,0.741035
1165054000,1.755542,127.012737,37.517079,0.591516,0.674586
1165055000,0.971807,126.987557,37.504212,0.531219,0.721276
1165056000,0.991618,127.016763,37.505529,0.600945,0.716909
1165057000,1.394983,126.995962,37.507225,0.551327,0.710384
1165058000,1.250766,127.003976,37.512327,0.570535,0.691839
1165058100,1.426067,127.003353,37.499551,0.568846,0.738577
1165059000,0.677002,126.987725,37.495051,0.531471,0.754798
1165060000,0.688727,126.99626,37.484877,0.55168,0.792159
1165061000,1.902603,126.988424,37.473206,0.532783,0.834737
1165062000,2.373349,126.997922,37.474372,0.555481,0.830619
1165062100,0.948815,126.990979,37.489832,0.539152,0.773944
1165065100,5.760105,127.022496,37.469501,0.614082,0.848816
1165065200,7.557413,127.045753,37.451152,0.669349,0.916287
1165066000,12.699236,127.070632,37.455859,0.728835,0.899405
1168051000,2.057678,127.020185,37.526077,0.609426,0.641775
1168052100,1.257791,127.026499,37.51187,0.624279,0.693849
1168053100,1.457417,127.036211,37.51524,0.647506,0.681661
1168054500,2.343278,127.034314,37.529752,0.643193,0.628535
