region_id,시도명,시군구명,행정동명,가격_기준월,실거래가,서울평균_실거래가,실거래가_서울평균대비율,실거래가_서울평균대비금액,전세가,서울평균_전세가,전세가_서울평균대비율,전세가_서울평균대비금액,거래량,거래량_해석주의,생활인구_기준월,생활인구,주민등록인구,세대수,안전_기준일자,안심시설수,유흥시설수,CCTV수,경찰시설수,안전_매핑방법,안전_데이터출처,가격_데이터여부,생활인구_데이터여부,안전_데이터여부
1162062500,서울특별시,관악구,인헌동,2026-01,5000.0,33950.07,-85.27,-28950.07,,53048.43,,,0.11,True,2026-05,21434.41,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1162072500,서울특별시,관악구,조원동,2026-01,22500.0,33950.07,-33.73,-11450.07,35000.0,53048.43,-34.02,-18048.43,0.18,True,2026-05,38841.73,,,2026-06-17,0,38,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1162061500,서울특별시,관악구,중앙동,2026-01,5000.0,33950.07,-85.27,-28950.07,,53048.43,,,0.11,True,2026-05,12698.49,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1162059500,서울특별시,관악구,청룡동,2026-01,5000.0,33950.07,-85.27,-28950.07,,53048.43,,,0.11,True,2026-05,39172.89,,,2026-06-17,0,8,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1162054500,서울특별시,관악구,청림동,2026-01,5000.0,33950.07,-85.27,-28950.07,,53048.43,,,0.11,True,2026-05,11411.81,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1162057500,서울특별시,관악구,행운동,2026-01,5000.0,33950.07,-85.27,-28950.07,,53048.43,,,0.11,True,2026-05,23639.82,,,2026-06-17,0,16,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121581000,서울특별시,광진구,광장동,2025-12,60452.84,25429.86,137.72,35022.98,74931.4,44824.13,67.17,30107.27,98.0,False,2026-05,35409.65,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121585000,서울특별시,광진구,구의1동,2026-01,17825.0,33950.07,-47.5,-16125.07,37000.0,53048.43,-30.25,-16048.43,1.33,True,2026-05,20596.55,,,2026-06-17,0,15,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121586000,서울특별시,광진구,구의2동,2026-01,17825.0,33950.07,-47.5,-16125.07,37000.0,53048.43,-30.25,-16048.43,1.33,True,2026-05,18788.27,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121587000,서울특별시,광진구,구의3동,2026-01,17825.0,33950.07,-47.5,-16125.07,37000.0,53048.43,-30.25,-16048.43,1.33,True,2026-05,27798.9,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121573000,서울특별시,광진구,군자동,2026-01,19000.0,33950.07,-44.04,-14950.07,,53048.43,,,1.0,True,2026-05,25115.62,,,2026-06-17,0,7,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121578000,서울특별시,광진구,능동,2025-12,9683.52,25429.86,-61.92,-15746.34,20485.71,44824.13,-54.3,-24338.42,88.0,False,2026-05,15520.24,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121582000,서울특별시,광진구,자양1동,2025-12,25236.34,25429.86,-0.76,-193.52,40525.59,44824.13,-9.59,-4298.54,109.5,False,2026-05,23223.25,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121583000,서울특별시,광진구,자양2동,2025-12,25236.34,25429.86,-0.76,-193.52,40525.59,44824.13,-9.59,-4298.54,109.5,False,2026-05,24016.79,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121584000,서울특별시,광진구,자양3동,2025-12,25236.34,25429.86,-0.76,-193.52,40525.59,44824.13,-9.59,-4298.54,109.5,False,2026-05,26492.06,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121584700,서울특별시,광진구,자양4동,2025-12,25236.34,25429.86,-0.76,-193.52,40525.59,44824.13,-9.59,-4298.54,109.5,False,2026-05,28303.42,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121574000,서울특별시,광진구,중곡1동,2025-12,10884.36,25429.86,-57.2,-14545.5,20934.68,44824.13,-53.3,-23889.45,75.25,False,2026-05,14302.33,,,2026-06-17,0,4,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121575000,서울특별시,광진구,중곡2동,2025-12,10884.36,25429.86,-57.2,-14545.5,20934.68,44824.13,-53.3,-23889.45,75.25,False,2026-05,17562.26,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121576000,서울특별시,광진구,중곡3동,2025-12,10884.36,25429.86,-57.2,-14545.5,20934.68,44824.13,-53.3,-23889.45,75.25,False,2026-05,12996.25,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121577000,서울특별시,광진구,중곡4동,2025-12,10884.36,25429.86,-57.2,-14545.5,20934.68,44824.13,-53.3,-23889.45,75.25,False,2026-05,23697.22,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1121571000,서울특별시,광진구,화양동,2025-12,6085.0,25429.86,-76.07,-19344.86,18580.49,44824.13,-58.55,-26243.64,250.0,False,2026-05,41858.7,,,2026-06-17,0,14,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153059500,서울특별시,구로구,가리봉동,2025-12,7195.58,25429.86,-71.7,-18234.28,17068.75,44824.13,-61.92,-27755.38,59.0,False,2026-05,11347.49,,,2026-06-17,0,7,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153074000,서울특별시,구로구,개봉1동,2025-12,16823.29,25429.86,-33.84,-8606.57,28278.69,44824.13,-36.91,-16545.44,51.0,False,2026-05,26209.64,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153075000,서울특별시,구로구,개봉2동,2025-12,16823.29,25429.86,-33.84,-8606.57,28278.69,44824.13,-36.91,-16545.44,51.0,False,2026-05,21393.34,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153076000,서울특별시,구로구,개봉3동,2025-12,16823.29,25429.86,-33.84,-8606.57,28278.69,44824.13,-36.91,-16545.44,51.0,False,2026-05,17532.86,,,2026-06-17,0,4,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153072000,서울특별시,구로구,고척1동,2025-12,17961.22,25429.86,-29.37,-7468.64,29928.72,44824.13,-33.23,-14895.41,53.0,False,2026-05,25219.38,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153073000,서울특별시,구로구,고척2동,2025-12,17961.22,25429.86,-29.37,-7468.64,29928.72,44824.13,-33.23,-14895.41,53.0,False,2026-05,14412.1,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153052000,서울특별시,구로구,구로1동,2025-12,14094.2,25429.86,-44.58,-11335.66,30025.91,44824.13,-33.01,-14798.22,90.0,False,2026-05,15328.71,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153053000,서울특별시,구로구,구로2동,2025-12,14094.2,25429.86,-44.58,-11335.66,30025.91,44824.13,-33.01,-14798.22,90.0,False,2026-05,31770.85,,,2026-06-17,0,17,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153054000,서울특별시,구로구,구로3동,2025-12,14094.2,25429.86,-44.58,-11335.66,30025.91,44824.13,-33.01,-14798.22,90.0,False,2026-05,40370.63,,,2026-06-17,0,20,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153055000,서울특별시,구로구,구로4동,2025-12,14094.2,25429.86,-44.58,-11335.66,30025.91,44824.13,-33.01,-14798.22,90.0,False,2026-05,15991.73,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153056000,서울특별시,구로구,구로5동,2025-12,14094.2,25429.86,-44.58,-11335.66,30025.91,44824.13,-33.01,-14798.22,90.0,False,2026-05,31928.16,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153079000,서울특별시,구로구,수궁동,2025-12,16565.23,25429.86,-34.86,-8864.63,18034.29,44824.13,-59.77,-26789.84,35.0,False,2026-05,18664.61,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153051000,서울특별시,구로구,신도림동,2025-12,33726.22,25429.86,32.62,8296.36,51974.65,44824.13,15.95,7150.52,121.0,False,2026-05,30322.42,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153077000,서울특별시,구로구,오류1동,2025-12,10974.35,25429.86,-56.84,-14455.51,24033.46,44824.13,-46.38,-20790.67,84.0,False,2026-05,19204.62,,,2026-06-17,0,32,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153078000,서울특별시,구로구,오류2동,2025-12,13450.51,25429.86,-47.11,-11979.35,22819.93,44824.13,-49.09,-22004.2,400.0,False,2026-05,49971.35,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1153080000,서울특별시,구로구,항동,2025-12,36689.71,25429.86,44.28,11259.85,49036.76,44824.13,9.4,4212.63,12.0,False,,,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,False,True
1154551000,서울특별시,금천구,가산동,2026-01,10000.0,33950.07,-70.54,-23950.07,10000.0,53048.43,-81.15,-43048.43,1.0,True,2026-05,56773.02,,,2026-06-17,0,15,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154561000,서울특별시,금천구,독산1동,2026-01,50.0,33950.07,-99.85,-33900.07,,53048.43,,,0.25,True,2026-05,38813.99,,,2026-06-17,0,10,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154562000,서울특별시,금천구,독산2동,2026-01,50.0,33950.07,-99.85,-33900.07,,53048.43,,,0.25,True,2026-05,11119.91,,,2026-06-17,0,7,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154563000,서울특별시,금천구,독산3동,2026-01,50.0,33950.07,-99.85,-33900.07,,53048.43,,,0.25,True,2026-05,14733.14,,,2026-06-17,0,20,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154564000,서울특별시,금천구,독산4동,2026-01,50.0,33950.07,-99.85,-33900.07,,53048.43,,,0.25,True,2026-05,11513.49,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154567000,서울특별시,금천구,시흥1동,2025-12,12891.36,25429.86,-49.31,-12538.5,23220.51,44824.13,-48.2,-21603.62,35.4,False,2026-05,24738.25,,,2026-06-17,0,46,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154568000,서울특별시,금천구,시흥2동,2025-12,12891.36,25429.86,-49.31,-12538.5,23220.51,44824.13,-48.2,-21603.62,35.4,False,2026-05,12608.44,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154569000,서울특별시,금천구,시흥3동,2025-12,12891.36,25429.86,-49.31,-12538.5,23220.51,44824.13,-48.2,-21603.62,35.4,False,2026-05,9837.73,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154570000,서울특별시,금천구,시흥4동,2025-12,12891.36,25429.86,-49.31,-12538.5,23220.51,44824.13,-48.2,-21603.62,35.4,False,2026-05,9749.23,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1154571000,서울특별시,금천구,시흥5동,2025-12,12891.36,25429.86,-49.31,-12538.5,23220.51,44824.13,-48.2,-21603.62,35.4,False,2026-05,10745.75,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135059500,서울특별시,노원구,공릉1동,2025-12,12471.4,25429.86,-50.96,-12958.46,32568.52,44824.13,-27.34,-12255.61,173.5,False,2026-05,36902.78,,,2026-06-17,0,4,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135060000,서울특별시,노원구,공릉2동,2025-12,12471.4,25429.86,-50.96,-12958.46,32568.52,44824.13,-27.34,-12255.61,173.5,False,2026-05,47682.9,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135072000,서울특별시,노원구,상계10동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,12388.98,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135063000,서울특별시,노원구,상계1동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,30841.15,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135064000,서울특별시,노원구,상계2동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,26341.4,,,2026-06-17,0,15,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135066500,서울특별시,노원구,상계3·4동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,18816.89,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135067000,서울특별시,노원구,상계5동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,16805.08,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135069500,서울특별시,노원구,상계6·7동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,43079.0,,,2026-06-17,0,27,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135070000,서울특별시,노원구,상계8동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,18025.57,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135071000,서울특별시,노원구,상계9동,2025-12,18187.11,25429.86,-28.48,-7242.75,26914.49,44824.13,-39.96,-17909.64,62.33,False,2026-05,13537.71,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135056000,서울특별시,노원구,월계1동,2025-12,18752.13,25429.86,-26.26,-6677.73,30956.91,44824.13,-30.94,-13867.22,68.67,False,2026-05,20249.2,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135057000,서울특별시,노원구,월계2동,2025-12,18752.13,25429.86,-26.26,-6677.73,30956.91,44824.13,-30.94,-13867.22,68.67,False,2026-05,18472.31,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135058000,서울특별시,노원구,월계3동,2025-12,18752.13,25429.86,-26.26,-6677.73,30956.91,44824.13,-30.94,-13867.22,68.67,False,2026-05,21538.23,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135062100,서울특별시,노원구,중계1동,2025-12,32027.56,25429.86,25.94,6597.7,43292.85,44824.13,-3.42,-1531.28,62.25,False,2026-05,23796.04,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135062500,서울특별시,노원구,중계2·3동,2025-12,32027.56,25429.86,25.94,6597.7,43292.85,44824.13,-3.42,-1531.28,62.25,False,2026-05,29521.89,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135062400,서울특별시,노원구,중계4동,2025-12,25102.71,25429.86,-1.29,-327.15,35203.23,44824.13,-21.46,-9620.9,124.58,False,2026-05,14753.07,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135061900,서울특별시,노원구,중계본동,2025-12,32027.56,25429.86,25.94,6597.7,43292.85,44824.13,-3.42,-1531.28,62.25,False,2026-05,19265.84,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135061100,서울특별시,노원구,하계1동,2025-12,22737.96,25429.86,-10.59,-2691.9,38592.33,44824.13,-13.9,-6231.8,62.5,False,2026-05,23030.95,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1135061200,서울특별시,노원구,하계2동,2025-12,22737.96,25429.86,-10.59,-2691.9,38592.33,44824.13,-13.9,-6231.8,62.5,False,2026-05,15501.68,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132052100,서울특별시,도봉구,도봉1동,2025-12,15706.33,25429.86,-38.24,-9723.53,29933.72,44824.13,-33.22,-14890.41,52.0,False,2026-05,16961.66,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132052200,서울특별시,도봉구,도봉2동,2025-12,15706.33,25429.86,-38.24,-9723.53,29933.72,44824.13,-33.22,-14890.41,52.0,False,2026-05,18550.93,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132069000,서울특별시,도봉구,방학1동,2025-12,12648.27,25429.86,-50.26,-12781.59,25905.68,44824.13,-42.21,-18918.45,35.67,False,2026-05,24063.16,,,2026-06-17,0,15,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132070000,서울특별시,도봉구,방학2동,2025-12,12648.27,25429.86,-50.26,-12781.59,25905.68,44824.13,-42.21,-18918.45,35.67,False,2026-05,9973.35,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132071000,서울특별시,도봉구,방학3동,2025-12,12648.27,25429.86,-50.26,-12781.59,25905.68,44824.13,-42.21,-18918.45,35.67,False,2026-05,17729.73,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132066000,서울특별시,도봉구,쌍문1동,2025-12,11573.29,25429.86,-54.49,-13856.57,26351.38,44824.13,-41.21,-18472.75,29.75,False,2026-05,15961.5,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132067000,서울특별시,도봉구,쌍문2동,2025-12,11573.29,25429.86,-54.49,-13856.57,26351.38,44824.13,-41.21,-18472.75,29.75,False,2026-05,16057.08,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132068000,서울특별시,도봉구,쌍문3동,2025-12,11573.29,25429.86,-54.49,-13856.57,26351.38,44824.13,-41.21,-18472.75,29.75,False,2026-05,16288.04,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132068100,서울특별시,도봉구,쌍문4동,2025-12,11573.29,25429.86,-54.49,-13856.57,26351.38,44824.13,-41.21,-18472.75,29.75,False,2026-05,12694.11,,,2026-06-17,0,0,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132051100,서울특별시,도봉구,창1동,2025-12,17186.37,25429.86,-32.42,-8243.49,28328.91,44824.13,-36.8,-16495.22,64.6,False,2026-05,18190.08,,,2026-06-17,0,5,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132051200,서울특별시,도봉구,창2동,2025-12,17186.37,25429.86,-32.42,-8243.49,28328.91,44824.13,-36.8,-16495.22,64.6,False,2026-05,28979.8,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132051300,서울특별시,도봉구,창3동,2025-12,17186.37,25429.86,-32.42,-8243.49,28328.91,44824.13,-36.8,-16495.22,64.6,False,2026-05,10299.89,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132051400,서울특별시,도봉구,창4동,2025-12,17186.37,25429.86,-32.42,-8243.49,28328.91,44824.13,-36.8,-16495.22,64.6,False,2026-05,28339.91,,,2026-06-17,0,24,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1132051500,서울특별시,도봉구,창5동,2025-12,17186.37,25429.86,-32.42,-8243.49,28328.91,44824.13,-36.8,-16495.22,64.6,False,2026-05,16452.72,,,2026-06-17,0,4,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123060000,서울특별시,동대문구,답십리1동,2025-12,23510.85,25429.86,-7.55,-1919.01,42584.67,44824.13,-5.0,-2239.46,178.67,False,2026-05,23158.35,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123061000,서울특별시,동대문구,답십리2동,2025-12,22735.88,25429.86,-10.59,-2693.98,43439.31,44824.13,-3.09,-1384.82,104.0,False,2026-05,20438.23,,,2026-06-17,0,6,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123053600,서울특별시,동대문구,용신동,2025-12,18033.33,25429.86,-29.09,-7396.53,37679.75,44824.13,-15.94,-7144.38,214.0,False,2026-05,40176.32,,,2026-06-17,0,19,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123074000,서울특별시,동대문구,이문1동,2026-01,14000.0,33950.07,-58.76,-19950.07,14000.0,53048.43,-73.61,-39048.43,0.5,True,2026-05,37044.33,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123075000,서울특별시,동대문구,이문2동,2026-01,14000.0,33950.07,-58.76,-19950.07,14000.0,53048.43,-73.61,-39048.43,0.5,True,2026-05,12192.99,,,2026-06-17,0,3,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123065000,서울특별시,동대문구,장안1동,2026-01,22000.0,33950.07,-35.2,-11950.07,22000.0,53048.43,-58.53,-31048.43,0.5,True,2026-05,33474.2,,,2026-06-17,0,24,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123066000,서울특별시,동대문구,장안2동,2026-01,22000.0,33950.07,-35.2,-11950.07,22000.0,53048.43,-58.53,-31048.43,0.5,True,2026-05,28337.58,,,2026-06-17,0,34,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123056000,서울특별시,동대문구,전농1동,2025-12,24590.26,25429.86,-3.3,-839.6,41640.69,44824.13,-7.1,-3183.44,74.67,False,2026-05,36304.22,,,2026-06-17,0,8,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123057000,서울특별시,동대문구,전농2동,2025-12,24590.26,25429.86,-3.3,-839.6,41640.69,44824.13,-7.1,-3183.44,74.67,False,2026-05,14504.77,,,2026-06-17,0,2,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123054500,서울특별시,동대문구,제기동,2025-12,14032.61,25429.86,-44.82,-11397.25,32558.61,44824.13,-27.36,-12265.52,104.0,False,2026-05,30939.11,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123070500,서울특별시,동대문구,청량리동,2025-12,12998.76,25429.86,-48.88,-12431.1,30960.83,44824.13,-30.93,-13863.3,58.0,False,2026-05,19470.6,,,2026-06-17,0,9,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
1123071000,서울특별시,동대문구,회기동,2025-12,6810.9,25429.86,-73.22,-18618.96,22325.0,44824.13,-50.19,-22499.13,78.0,False,2026-05,19850.51,,,2026-06-17,0,1,,,좌표공간조인,"서울시 단란주점영업 인허가 정보, 서울시 유흥주점영업 인허가 정보",True,True,True
